date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-01-15 05:10:00,988.81,10.34,284.41,1.15,52.8,12.58,6.64,5.94,4.19,6.72,1211.95,3.86,5.77,199.7,0.0,0.0,0.0,0.0,0.0,18.43,424.0
2020-01-15 05:20:00,988.85,10.46,284.53,1.16,52.41,12.68,6.64,6.03,4.19,6.72,1211.49,3.71,7.59,205.2,0.0,0.0,0.0,0.0,0.0,18.5,423.9
2020-01-15 05:30:00,988.95,10.66,284.72,1.21,51.88,12.85,6.67,6.18,4.2,6.74,1210.74,5.57,8.05,208.7,0.0,0.0,0.0,0.0,0.0,18.57,422.9
2020-01-15 05:40:00,989.0,10.84,284.9,1.24,51.38,13.0,6.68,6.32,4.21,6.76,1210.03,5.77,9.45,211.3,0.0,0.0,0.0,0.0,0.0,18.63,422.5
2020-01-15 05:50:00,989.02,10.99,285.05,1.26,50.94,13.13,6.69,6.44,4.22,6.77,1209.41,7.11,10.65,214.5,0.0,0.0,0.0,0.0,0.0,18.68,421.9
2020-01-15 06:00:00,989.03,11.05,285.11,1.29,50.85,13.19,6.71,6.48,4.23,6.78,1209.16,6.14,8.83,211.5,0.0,0.0,0.0,0.0,0.0,18.72,421.9
2020-01-15 06:10:00,989.09,11.05,285.1,1.29,50.87,13.19,6.71,6.48,4.23,6.78,1209.24,5.95,8.85,207.8,0.0,0.0,0.0,0.0,0.0,18.75,422.1
2020-01-15 06:20:00,989.21,11.03,285.07,1.27,50.86,13.17,6.7,6.47,4.22,6.77,1209.47,7.17,10.69,211.0,0.0,0.0,0.0,0.0,0.0,18.79,422.3
2020-01-15 06:30:00,989.36,10.95,284.98,1.33,51.36,13.1,6.73,6.37,4.24,6.8,1209.98,7.12,9.57,213.1,0.0,0.0,0.0,0.0,0.0,18.82,422.5
2020-01-15 06:40:00,989.53,10.78,284.8,1.45,52.39,12.95,6.79,6.17,4.28,6.86,1210.89,5.84,8.13,215.3,0.0,0.0,0.0,0.0,0.0,18.84,422.9
2020-01-15 06:50:00,989.59,10.71,284.72,1.57,53.1,12.89,6.85,6.05,4.31,6.92,1211.23,5.24,8.57,214.7,0.0,0.0,0.0,0.0,0.0,18.86,422.7
2020-01-15 07:00:00,989.73,10.76,284.76,1.77,53.69,12.93,6.94,5.99,4.38,7.02,1211.15,4.13,6.97,227.8,0.0,0.0,0.0,0.0,0.0,18.88,422.2
2020-01-15 07:10:00,989.67,10.64,284.64,1.78,54.15,12.83,6.95,5.88,4.38,7.02,1211.58,4.11,7.11,221.4,0.0,0.0,0.0,0.0,0.0,18.91,422.4
2020-01-15 07:20:00,989.89,10.46,284.45,1.94,55.44,12.68,7.03,5.65,4.43,7.1,1212.58,3.53,4.81,209.0,0.0,0.0,0.0,0.0,0.0,18.94,423.4
2020-01-15 07:30:00,989.93,10.17,284.15,2.13,57.31,12.43,7.13,5.31,4.49,7.2,1213.83,4.28,7.01,197.2,0.0,0.0,0.0,0.0,0.0,18.97,426.2
2020-01-15 07:40:00,989.98,10.22,284.2,1.8,55.78,12.48,6.96,5.52,4.38,7.03,1213.75,5.08,7.97,196.6,0.0,0.0,0.0,0.0,0.0,19.01,424.6
2020-01-15 07:50:00,990.09,10.09,284.06,1.77,56.13,12.37,6.94,5.43,4.37,7.01,1214.45,4.16,5.25,205.5,0.0,0.0,0.0,0.0,0.0,19.02,425.1
2020-01-15 08:00:00,989.99,9.91,283.89,1.64,56.28,12.22,6.88,5.34,4.33,6.95,1215.13,4.54,5.97,194.6,0.0,0.0,0.0,1.54,2.51,19.03,426.7
2020-01-15 08:10:00,989.96,9.64,283.62,1.4,56.33,12.0,6.76,5.24,4.26,6.83,1216.31,4.23,5.71,195.3,0.0,0.0,0.6,4.44,6.95,19.02,427.0
2020-01-15 08:20:00,990.01,9.36,283.33,1.19,56.56,11.78,6.66,5.12,4.2,6.73,1217.63,3.23,4.53,197.2,0.0,0.0,3.62,11.97,16.22,18.99,428.1
2020-01-15 08:30:00,990.19,9.33,283.29,0.93,55.6,11.75,6.53,5.22,4.11,6.6,1218.04,3.79,5.55,198.3,0.0,0.0,6.24,19.69,23.55,18.93,427.2
2020-01-15 08:40:00,990.24,9.16,283.11,0.85,55.94,11.62,6.5,5.12,4.09,6.56,1218.85,4.25,5.93,187.8,0.0,0.0,9.26,28.96,34.36,18.87,428.1
2020-01-15 08:50:00,990.3,9.0,282.95,0.76,56.16,11.49,6.45,5.04,4.06,6.52,1219.63,3.92,5.41,183.7,0.0,0.0,12.68,39.96,45.17,18.8,428.5
2020-01-15 09:00:00,990.37,8.74,282.68,0.73,57.04,11.29,6.44,4.85,4.06,6.5,1220.85,3.12,4.61,184.5,0.0,0.0,16.3,50.97,56.56,18.71,429.2
2020-01-15 09:10:00,990.51,8.62,282.55,0.63,57.08,11.2,6.39,4.81,4.02,6.45,1221.57,3.12,4.17,183.9,0.0,0.0,21.93,65.83,76.83,18.61,429.5
2020-01-15 09:20:00,990.55,8.47,282.4,0.52,57.23,11.09,6.35,4.74,3.99,6.41,1222.29,2.71,4.09,193.0,0.0,0.0,39.24,99.23,176.06,18.52,429.8
2020-01-15 09:30:00,990.61,8.62,282.54,0.56,56.8,11.2,6.36,4.84,4.0,6.42,1221.7,2.05,2.6,191.1,0.0,0.0,98.99,193.05,208.3,18.44,429.6
2020-01-15 09:40:00,990.6,8.85,282.77,0.51,55.72,11.38,6.34,5.04,3.99,6.4,1220.71,2.95,4.61,184.0,0.0,0.0,120.12,230.89,249.81,18.4,429.9
2020-01-15 09:50:00,990.6,8.89,282.81,0.52,55.62,11.41,6.34,5.06,3.99,6.41,1220.53,2.98,4.41,187.6,0.0,0.0,141.25,272.39,294.4,18.46,430.6
2020-01-15 10:00:00,990.59,8.99,282.91,0.5,55.14,11.49,6.33,5.15,3.99,6.39,1220.09,3.25,4.33,187.7,0.0,0.0,149.5,294.4,326.83,18.59,430.6
2020-01-15 10:10:00,990.64,8.99,282.91,0.44,54.9,11.49,6.31,5.18,3.97,6.36,1220.17,3.53,4.97,193.7,0.0,0.0,159.96,320.46,375.68,18.77,429.6
2020-01-15 10:20:00,990.69,9.07,282.99,0.43,54.58,11.55,6.3,5.24,3.97,6.36,1219.88,3.62,4.77,192.0,0.0,0.0,191.55,375.48,406.37,18.97,429.2
2020-01-15 10:30:00,990.67,9.38,283.3,0.55,53.9,11.79,6.36,5.44,4.0,6.42,1218.49,2.82,4.33,183.7,0.0,0.0,226.16,436.29,461.58,19.16,429.4
2020-01-15 10:40:00,990.8,9.74,283.65,0.58,52.72,12.08,6.37,5.71,4.01,6.43,1217.1,3.66,5.39,176.1,0.0,0.0,250.1,478.76,522.97,19.37,428.7
2020-01-15 10:50:00,990.76,9.68,283.59,0.49,52.61,12.03,6.33,5.7,3.98,6.39,1217.33,4.1,5.37,174.5,0.0,0.0,164.19,329.92,499.42,19.61,428.3
2020-01-15 11:00:00,990.71,9.44,283.36,0.46,53.35,11.84,6.32,5.52,3.98,6.38,1218.3,3.75,5.65,178.9,0.0,0.0,133.6,273.74,380.89,19.85,428.2
2020-01-15 11:10:00,990.77,9.33,283.24,0.46,53.75,11.75,6.32,5.44,3.98,6.38,1218.85,4.1,5.23,173.3,0.0,0.0,146.28,298.84,478.76,20.03,428.2
2020-01-15 11:20:00,990.71,9.38,283.3,0.59,54.05,11.79,6.37,5.42,4.01,6.43,1218.54,3.54,5.01,175.5,0.0,0.0,183.3,373.94,616.22,20.1,428.6
2020-01-15 11:30:00,990.58,9.54,283.47,0.64,53.67,11.92,6.4,5.52,4.03,6.46,1217.67,3.36,4.97,176.3,0.0,0.0,202.82,411.0,616.02,20.11,428.1
2020-01-15 11:40:00,990.47,9.86,283.8,0.83,53.26,12.18,6.49,5.69,4.08,6.55,1216.12,3.11,4.21,179.4,0.0,0.0,329.58,640.15,684.56,20.1,428.4
2020-01-15 11:50:00,990.26,10.34,284.29,0.99,52.17,12.58,6.56,6.02,4.13,6.63,1213.77,3.3,4.45,180.0,0.0,0.0,361.57,695.75,715.25,20.13,427.9
2020-01-15 12:00:00,990.23,11.11,285.07,1.26,50.53,13.24,6.69,6.55,4.21,6.76,1210.39,4.2,8.73,188.4,0.0,0.0,375.45,720.66,726.64,20.23,426.1
2020-01-15 12:10:00,990.12,11.86,285.83,1.21,47.94,13.91,6.67,7.24,4.2,6.74,1207.07,6.31,9.05,202.3,0.0,0.0,370.42,711.97,723.36,20.39,422.6
2020-01-15 12:20:00,990.02,12.15,286.13,1.3,47.31,14.18,6.71,7.47,4.23,6.78,1205.71,5.47,7.85,209.8,0.0,0.0,356.94,689.96,698.65,20.6,422.3
2020-01-15 12:30:00,989.86,12.45,286.44,1.43,46.83,14.47,6.77,7.69,4.27,6.84,1204.22,5.32,8.33,205.4,0.0,0.0,361.17,700.0,706.37,20.82,422.1
2020-01-15 12:40:00,989.69,12.66,286.67,1.51,46.46,14.67,6.81,7.85,4.29,6.89,1203.11,5.05,7.55,203.3,0.0,0.0,369.82,715.64,733.01,21.05,421.9
2020-01-15 12:50:00,989.52,12.91,286.93,1.7,46.32,14.91,6.91,8.0,4.35,6.98,1201.81,4.75,6.25,181.4,0.0,0.0,332.6,642.86,756.76,21.29,422.3
2020-01-15 13:00:00,989.43,12.9,286.93,1.65,46.18,14.9,6.88,8.02,4.34,6.95,1201.75,4.64,7.17,181.3,0.0,0.0,359.96,693.63,782.62,21.55,422.2
2020-01-15 13:10:00,989.51,12.98,287.0,1.7,46.11,14.98,6.91,8.07,4.35,6.98,1201.5,4.58,6.13,176.5,0.0,0.0,335.21,650.58,705.02,21.82,422.9
2020-01-15 13:20:00,989.56,12.84,286.86,1.71,46.59,14.84,6.91,7.93,4.36,6.99,1202.14,4.28,5.85,174.6,0.0,0.0,315.9,617.18,650.96,22.09,423.2
2020-01-15 13:30:00,989.49,13.13,287.16,1.9,46.33,15.13,7.01,8.12,4.42,7.08,1200.8,4.46,6.17,176.4,0.0,0.0,329.18,637.45,647.1,22.36,423.0
2020-01-15 13:40:00,989.46,13.48,287.51,2.0,45.61,15.48,7.06,8.42,4.45,7.13,1199.27,4.33,9.09,193.4,0.0,0.0,326.56,631.27,641.51,22.62,422.1
2020-01-15 13:50:00,989.38,13.58,287.62,1.67,44.26,15.58,6.89,8.68,4.35,6.97,1198.83,7.48,9.89,207.1,0.0,0.0,289.54,557.53,595.75,22.88,418.5
2020-01-15 14:00:00,989.29,13.24,287.28,1.62,45.07,15.24,6.87,8.37,4.33,6.94,1200.16,6.63,9.41,208.6,0.0,0.0,245.67,475.68,532.43,23.11,418.4
2020-01-15 14:10:00,989.38,13.09,287.13,1.62,45.51,15.09,6.87,8.22,4.33,6.94,1200.9,5.78,8.81,209.1,0.0,0.0,187.12,370.08,474.9,23.26,418.3
2020-01-15 14:20:00,989.48,13.15,287.18,1.7,45.62,15.15,6.91,8.24,4.35,6.98,1200.75,4.91,7.41,210.5,0.0,0.0,268.41,513.13,526.06,23.33,418.1
2020-01-15 14:30:00,989.45,13.2,287.23,1.74,45.58,15.2,6.93,8.27,4.37,7.0,1200.49,5.37,8.37,205.5,0.0,0.0,229.38,443.24,495.17,23.35,418.5
2020-01-15 14:40:00,989.35,13.17,287.21,1.76,45.74,15.17,6.94,8.23,4.37,7.01,1200.49,6.28,8.13,200.5,0.0,0.0,186.92,361.97,389.0,23.38,418.7
2020-01-15 14:50:00,989.34,13.07,287.11,1.8,46.17,15.07,6.96,8.11,4.39,7.03,1200.89,5.41,7.17,201.2,0.0,0.0,162.37,314.67,336.29,23.43,418.9
2020-01-15 15:00:00,989.34,13.16,287.2,1.97,46.46,15.16,7.04,8.11,4.44,7.12,1200.47,4.6,6.15,202.7,0.0,0.0,142.66,274.9,294.4,23.46,419.3
2020-01-15 15:10:00,989.47,12.93,286.96,1.89,46.9,14.93,7.0,7.93,4.41,7.08,1201.62,5.25,6.57,205.1,0.0,0.0,130.99,245.56,260.04,23.47,419.9
2020-01-15 15:20:00,989.54,12.59,286.61,1.77,47.56,14.6,6.94,7.66,4.38,7.02,1203.16,6.68,8.65,212.1,0.0,0.0,117.91,214.86,228.19,23.44,420.1
2020-01-15 15:30:00,989.63,12.36,286.37,1.73,48.13,14.38,6.92,7.46,4.36,6.99,1204.25,6.73,9.49,212.1,0.0,0.0,71.83,138.8,193.82,23.36,420.3
2020-01-15 15:40:00,989.7,12.01,286.02,1.66,49.0,14.05,6.89,7.17,4.34,6.96,1205.83,6.75,8.77,211.4,0.0,0.0,47.48,99.23,125.29,23.2,420.7
2020-01-15 15:50:00,989.72,11.82,285.82,1.62,49.48,13.88,6.87,7.01,4.33,6.94,1206.66,6.36,8.13,209.8,0.0,0.0,40.44,85.14,106.18,22.96,421.0
2020-01-15 16:00:00,989.85,11.53,285.52,1.6,50.36,13.61,6.86,6.76,4.32,6.93,1208.06,5.94,7.37,208.6,0.0,0.0,23.34,56.37,62.93,22.64,421.3
2020-01-15 16:10:00,990.05,11.17,285.14,1.64,51.74,13.29,6.88,6.42,4.33,6.95,1209.82,4.6,6.29,215.2,0.0,0.0,18.31,44.79,50.19,22.29,421.9
2020-01-15 16:20:00,990.23,10.68,284.64,1.63,53.43,12.87,6.87,5.99,4.33,6.94,1212.13,3.69,4.79,214.2,0.0,0.0,13.48,33.78,38.8,21.91,422.9
2020-01-15 16:30:00,990.26,10.37,284.32,1.65,54.61,12.6,6.88,5.72,4.33,6.95,1213.49,3.74,4.48,211.1,0.0,0.0,9.26,22.97,28.57,21.57,424.2
2020-01-15 16:40:00,990.34,10.13,284.08,1.62,55.37,12.4,6.87,5.53,4.32,6.93,1214.63,3.24,3.76,207.9,0.0,0.0,2.82,11.0,16.8,21.25,424.5
2020-01-15 16:50:00,990.46,9.59,283.53,1.6,57.33,11.96,6.86,5.1,4.32,6.92,1217.1,2.67,3.2,199.3,0.0,0.0,0.0,4.44,6.95,20.96,426.8
2020-01-15 17:00:00,990.61,9.11,283.03,1.53,58.93,11.58,6.82,4.76,4.3,6.89,1219.37,2.35,3.1,182.9,0.0,0.0,0.0,1.16,2.51,20.67,429.1
2020-01-15 17:10:00,990.8,8.93,282.84,1.42,59.2,11.44,6.77,4.67,4.26,6.83,1220.4,2.57,3.48,189.6,0.0,0.0,0.0,0.0,0.0,20.41,428.7
2020-01-15 17:20:00,990.9,8.97,282.87,1.39,58.9,11.47,6.76,4.71,4.25,6.82,1220.36,2.56,3.44,197.6,0.0,0.0,0.0,0.0,0.0,20.15,426.3
2020-01-15 17:30:00,991.05,8.93,282.82,1.32,58.78,11.44,6.72,4.72,4.23,6.78,1220.74,2.37,3.16,205.2,0.0,0.0,0.0,0.0,0.0,19.9,426.0
2020-01-15 17:40:00,991.34,9.15,283.01,1.3,57.83,11.61,6.71,4.9,4.22,6.77,1220.15,2.12,3.2,210.8,0.0,0.0,0.0,0.0,0.0,19.66,426.1
2020-01-15 17:50:00,991.49,9.17,283.02,1.32,57.82,11.63,6.72,4.9,4.23,6.78,1220.24,2.1,3.97,201.9,0.0,0.0,0.0,0.0,0.0,19.43,426.6
2020-01-15 18:00:00,991.59,8.98,282.82,1.37,58.77,11.48,6.75,4.73,4.24,6.8,1221.18,2.56,4.05,196.7,0.0,0.0,0.0,0.0,0.0,19.24,427.9
2020-01-15 18:10:00,991.65,8.96,282.8,1.45,59.21,11.46,6.79,4.68,4.27,6.84,1221.32,3.38,4.37,210.9,0.0,0.0,0.0,0.0,0.0,19.06,428.2
2020-01-15 18:20:00,991.62,9.05,282.89,1.48,58.98,11.53,6.8,4.73,4.28,6.86,1220.88,3.52,4.63,198.1,0.0,0.0,0.0,0.0,0.0,18.9,428.4
2020-01-15 18:30:00,991.62,9.15,282.99,1.46,58.49,11.61,6.79,4.82,4.27,6.85,1220.46,4.22,6.81,195.3,0.0,0.0,0.0,0.0,0.0,18.74,429.4
2020-01-15 18:40:00,991.97,9.28,283.09,1.43,57.85,11.71,6.78,4.94,4.26,6.83,1220.33,3.64,6.05,206.3,0.0,0.0,0.0,0.0,0.0,18.59,429.8
2020-01-15 18:50:00,992.32,9.26,283.04,1.42,57.87,11.7,6.77,4.93,4.25,6.82,1220.86,2.99,4.69,210.8,0.0,0.0,0.0,0.0,0.0,18.44,429.9
2020-01-15 19:00:00,992.58,9.22,282.98,1.44,58.11,11.67,6.78,4.89,4.26,6.83,1221.34,2.61,4.21,204.4,0.0,0.0,0.0,0.0,0.0,18.32,430.3
2020-01-15 19:10:00,992.86,9.19,282.93,1.46,58.34,11.64,6.79,4.85,4.27,6.84,1221.81,2.31,3.97,216.3,0.0,0.0,0.0,0.0,0.0,18.22,430.0
2020-01-15 19:20:00,992.88,8.97,282.71,1.47,59.23,11.47,6.79,4.68,4.27,6.84,1222.79,3.5,4.65,213.0,0.0,0.0,0.0,0.0,0.0,18.15,431.0
2020-01-15 19:30:00,992.88,8.69,282.43,1.42,60.15,11.25,6.77,4.48,4.25,6.82,1224.02,3.6,4.49,221.8,0.0,0.0,0.0,0.0,0.0,18.08,430.8
2020-01-15 19:40:00,992.99,8.41,282.14,1.38,61.12,11.04,6.75,4.29,4.24,6.8,1225.38,3.39,4.25,227.9,0.0,0.0,0.0,0.0,0.0,18.0,430.9
2020-01-15 19:50:00,993.02,8.46,282.18,1.39,60.99,11.08,6.76,4.32,4.24,6.81,1225.2,3.18,4.03,226.6,0.0,0.0,0.0,0.0,0.0,17.88,430.8
2020-01-15 20:00:00,993.0,8.29,282.02,1.39,61.68,10.95,6.76,4.2,4.24,6.8,1225.91,2.08,3.12,212.1,0.0,0.0,0.0,0.0,0.0,17.76,431.3
2020-01-15 20:10:00,993.09,8.22,281.94,1.44,62.2,10.9,6.78,4.12,4.26,6.83,1226.32,1.73,2.94,202.9,0.0,0.0,0.0,0.0,0.0,17.65,432.3
2020-01-15 20:20:00,993.17,7.82,281.53,1.4,63.72,10.61,6.76,3.85,4.24,6.81,1228.17,2.45,3.69,190.7,0.0,0.0,0.0,0.0,0.0,17.56,433.9
2020-01-15 20:30:00,993.15,7.68,281.39,1.49,64.76,10.51,6.8,3.7,4.27,6.85,1228.74,2.84,4.01,196.5,0.0,0.0,0.0,0.0,0.0,17.49,431.9
2020-01-15 20:40:00,993.17,8.15,281.86,1.78,64.05,10.85,6.95,3.9,4.36,7.0,1226.64,3.31,4.47,209.3,0.0,0.0,0.0,0.0,0.0,17.43,429.4
2020-01-15 20:50:00,993.24,8.51,282.22,1.94,63.2,11.12,7.03,4.09,4.41,7.07,1225.12,3.53,5.21,208.9,0.0,0.0,0.0,0.0,0.0,17.37,428.4
2020-01-15 21:00:00,993.18,8.71,282.42,2.04,62.81,11.27,7.08,4.19,4.44,7.13,1224.15,4.44,5.43,207.3,0.0,0.0,0.0,0.0,0.0,17.3,427.4
2020-01-15 21:10:00,993.04,8.66,282.38,2.07,63.15,11.23,7.09,4.14,4.45,7.14,1224.19,5.25,6.57,212.1,0.0,0.0,0.0,0.0,0.0,17.24,427.2
2020-01-15 21:20:00,993.08,8.45,282.17,2.12,64.28,11.07,7.12,3.96,4.47,7.17,1225.14,5.73,7.31,213.1,0.0,0.0,0.0,0.0,0.0,17.17,427.0
2020-01-15 21:30:00,993.23,8.61,282.32,2.24,64.15,11.19,7.18,4.01,4.51,7.23,1224.6,4.76,6.69,211.7,0.0,0.0,0.0,0.0,0.0,17.09,426.1
2020-01-15 21:40:00,993.42,8.69,282.38,2.28,64.0,11.25,7.2,4.05,4.52,7.25,1224.48,3.53,4.77,205.0,0.0,0.0,0.0,0.0,0.0,17.0,426.1
2020-01-15 21:50:00,993.51,8.48,282.17,2.18,64.45,11.09,7.15,3.94,4.49,7.2,1225.53,3.6,4.47,201.2,0.0,0.0,0.0,0.0,0.0,16.93,426.9
2020-01-15 22:00:00,993.66,7.96,281.63,2.06,66.2,10.71,7.09,3.62,4.45,7.13,1228.01,3.5,4.77,197.2,0.0,0.0,0.0,0.0,0.0,16.89,427.9
2020-01-15 22:10:00,993.7,7.89,281.56,2.09,66.66,10.66,7.1,3.55,4.46,7.15,1228.36,3.52,4.59,198.7,0.0,0.0,0.0,0.0,0.0,16.87,426.9
2020-01-15 22:20:00,993.9,8.15,281.8,2.27,66.32,10.85,7.19,3.65,4.52,7.24,1227.43,3.53,4.79,198.8,0.0,0.0,0.0,0.0,0.0,16.84,425.2
2020-01-15 22:30:00,994.03,8.63,282.27,2.44,65.0,11.21,7.29,3.92,4.57,7.33,1225.46,3.87,4.49,206.4,0.0,0.0,0.0,0.0,0.0,16.82,424.4
2020-01-15 22:40:00,994.13,8.82,282.46,2.59,64.85,11.35,7.36,3.99,4.62,7.41,1224.72,3.88,4.49,206.6,0.0,0.0,0.0,0.0,0.0,16.82,423.8
2020-01-15 22:50:00,994.19,9.05,282.68,2.74,64.52,11.53,7.44,4.09,4.67,7.48,1223.76,3.08,3.93,206.2,0.0,0.0,0.0,0.0,0.0,16.82,423.7
2020-01-15 23:00:00,994.21,9.48,283.11,2.97,63.71,11.87,7.56,4.31,4.75,7.61,1221.87,4.17,6.15,203.2,0.0,0.0,0.0,0.0,0.0,16.85,423.3
2020-01-15 23:10:00,994.21,9.41,283.04,3.04,64.34,11.82,7.6,4.21,4.77,7.65,1222.14,4.91,6.49,209.9,0.0,0.0,0.0,0.0,0.0,16.92,423.9
2020-01-15 23:20:00,994.28,9.54,283.16,3.15,64.3,11.92,7.66,4.26,4.81,7.71,1221.64,5.06,7.49,213.9,0.0,0.0,0.0,0.0,0.0,16.99,423.1
2020-01-15 23:30:00,994.36,9.83,283.45,3.19,63.24,12.15,7.69,4.47,4.82,7.73,1220.48,4.41,6.81,215.7,0.0,0.0,0.0,0.0,0.0,17.07,422.2
2020-01-15 23:40:00,994.43,9.87,283.48,3.17,62.96,12.19,7.67,4.51,4.81,7.72,1220.39,4.53,6.21,214.2,0.0,0.0,0.0,0.0,0.0,17.14,422.2
2020-01-15 23:50:00,994.72,9.92,283.51,3.16,62.71,12.23,7.67,4.56,4.81,7.71,1220.54,3.67,5.59,212.5,0.0,0.0,0.0,0.0,0.0,17.22,422.2
2020-01-16 00:00:00,994.98,10.03,283.6,3.16,62.26,12.32,7.67,4.65,4.81,7.71,1220.39,3.94,6.77,215.3,0.0,0.0,0.0,0.0,0.0,17.31,422.0
2020-01-16 00:10:00,995.21,10.11,283.66,3.18,62.02,12.38,7.68,4.7,4.81,7.72,1220.32,4.32,6.21,211.2,0.0,0.0,0.0,0.0,0.0,17.39,423.3
2020-01-16 00:20:00,995.3,10.03,283.57,3.19,62.36,12.32,7.68,4.64,4.81,7.72,1220.78,4.75,6.69,209.1,0.0,0.0,0.0,0.0,0.0,17.48,423.0
2020-01-16 00:30:00,995.52,10.08,283.6,3.24,62.41,12.36,7.71,4.65,4.83,7.75,1220.81,4.42,6.65,207.4,0.0,0.0,0.0,0.0,0.0,17.56,422.5
2020-01-16 00:40:00,995.73,10.27,283.78,3.33,61.98,12.52,7.76,4.76,4.86,7.79,1220.24,4.65,6.61,208.5,0.0,0.0,0.0,0.0,0.0,17.65,422.3
2020-01-16 00:50:00,995.91,10.45,283.94,3.37,61.42,12.67,7.78,4.89,4.87,7.81,1219.67,4.74,7.13,205.2,0.0,0.0,0.0,0.0,0.0,17.76,422.3
2020-01-16 01:00:00,996.08,10.51,283.99,3.4,61.32,12.72,7.8,4.92,4.89,7.83,1219.62,3.99,5.45,206.5,0.0,0.0,0.0,0.0,0.0,17.87,422.3
2020-01-16 01:10:00,996.14,10.52,283.99,3.43,61.42,12.73,7.82,4.91,4.9,7.85,1219.64,4.01,6.17,204.4,0.0,0.0,0.0,0.0,0.0,18.01,422.3
2020-01-16 01:20:00,996.26,10.53,283.99,3.48,61.57,12.74,7.84,4.9,4.91,7.87,1219.73,3.94,5.45,206.8,0.0,0.0,0.0,0.0,0.0,18.16,422.6
2020-01-16 01:30:00,996.41,10.48,283.93,3.5,61.89,12.7,7.86,4.84,4.92,7.89,1220.12,3.47,5.25,200.2,0.0,0.0,0.0,0.0,0.0,18.32,422.9
2020-01-16 01:40:00,996.63,10.39,283.82,3.53,62.38,12.62,7.87,4.75,4.93,7.9,1220.78,3.33,4.85,205.8,0.0,0.0,0.0,0.0,0.0,18.47,423.1
2020-01-16 01:50:00,996.85,10.2,283.62,3.57,63.35,12.46,7.89,4.57,4.94,7.92,1221.85,2.39,3.93,210.7,0.0,0.0,0.0,0.0,0.0,18.62,423.2
2020-01-16 02:00:00,997.06,10.14,283.54,3.61,63.81,12.41,7.92,4.49,4.95,7.94,1222.35,2.46,3.87,210.2,0.0,0.0,0.0,0.0,0.0,18.75,423.3
2020-01-16 02:10:00,997.21,10.11,283.5,3.67,64.17,12.38,7.95,4.44,4.97,7.97,1222.65,2.67,4.17,212.7,0.0,0.0,0.0,0.0,0.0,18.87,423.5
2020-01-16 02:20:00,997.4,10.04,283.41,3.68,64.54,12.33,7.96,4.37,4.98,7.98,1223.19,1.43,2.64,203.9,0.0,0.0,0.0,0.0,0.0,18.97,423.3
2020-01-16 02:30:00,997.56,10.03,283.39,3.7,64.67,12.32,7.97,4.35,4.98,7.99,1223.42,1.24,2.68,202.7,0.0,0.0,0.0,0.0,0.0,19.06,423.2
2020-01-16 02:40:00,997.73,10.09,283.43,3.7,64.39,12.37,7.96,4.4,4.98,7.98,1223.38,0.89,2.04,167.7,0.0,0.0,0.0,0.0,0.0,19.15,423.5
2020-01-16 02:50:00,997.86,9.83,283.16,3.49,64.6,12.15,7.85,4.3,4.91,7.87,1224.71,1.35,2.32,167.6,0.0,0.0,0.0,0.0,0.0,19.24,425.2
2020-01-16 03:00:00,998.04,9.45,282.77,3.41,65.89,11.85,7.81,4.04,4.88,7.82,1226.6,0.91,2.12,177.6,0.0,0.0,0.0,0.0,0.0,19.31,426.6
2020-01-16 03:10:00,998.09,9.36,282.67,3.46,66.52,11.78,7.83,3.94,4.9,7.85,1227.04,1.0,1.88,183.7,0.0,0.0,0.0,0.0,0.0,19.39,426.5
2020-01-16 03:20:00,998.17,9.15,282.46,3.63,68.27,11.61,7.93,3.68,4.95,7.94,1228.01,1.22,1.72,199.2,0.0,0.0,0.0,0.0,0.0,19.46,425.3
2020-01-16 03:30:00,998.39,9.17,282.46,3.72,68.61,11.63,7.98,3.65,4.98,7.99,1228.18,0.97,1.4,186.9,0.0,0.0,0.0,0.0,0.0,19.52,424.4
2020-01-16 03:40:00,998.51,9.2,282.48,3.58,67.83,11.65,7.9,3.75,4.94,7.91,1228.22,1.13,1.56,167.1,0.0,80.0,0.0,0.0,0.0,19.58,427.5
2020-01-16 03:50:00,998.55,9.08,282.36,3.78,69.35,11.56,8.01,3.54,5.01,8.03,1228.74,0.96,1.52,205.8,0.0,0.0,0.0,0.0,0.0,19.66,426.5
2020-01-16 04:00:00,998.79,9.04,282.3,3.74,69.33,11.52,7.99,3.53,4.99,8.0,1229.22,1.03,1.76,45.39,0.0,0.0,0.0,0.0,0.0,19.71,427.5
2020-01-16 04:10:00,999.0,8.97,282.21,3.61,69.01,11.47,7.92,3.55,4.94,7.92,1229.82,0.64,1.9,81.9,0.0,0.0,0.0,0.0,0.0,19.74,428.9
2020-01-16 04:20:00,999.06,9.19,282.43,3.82,69.02,11.64,8.03,3.61,5.02,8.04,1228.88,0.66,1.32,203.7,0.0,0.0,0.0,0.0,0.0,19.75,427.5
2020-01-16 04:30:00,999.23,9.32,282.54,4.04,69.47,11.74,8.16,3.59,5.09,8.16,1228.47,0.79,1.4,251.6,0.0,0.0,0.0,0.0,0.0,19.74,425.3
